,,,,,,,,,
MoleculeName,Shift,Moiety,Multiplicity,RelativeIntegral,Other peaks,Urine,Plasma,Feces,Tissue
3-hydroxy-3-methylglutarate,2.43,,quartet,,"1.32(s), 2.43(q)",,,,
3-Hydroxy-4-methoxymandelate,3.87,OCH3,singlet,1,,,,,
3-Hydroxy-4-methoxymandelate,6.94,H2,singlet,0.29,,,,,
3-Hydroxy-4-methoxymandelate,6.96,H5,doublet,0.16,,,,,
3-Hydroxy-4-methoxymandelate,7.03,H6,doublet,0.19,,,,,
3-Hydroxyanthranilate,6.7,H5,triplet,1,"6.70(t), 6.94(d), 7.31(d)",,,,
3-Hydroxyanthranilate,6.94,H4,doublet,0.79,"6.70(t), 6.94(d), 7.31(d)",,,,
3-Hydroxyanthranilate,7.31,H6,doublet,0.69,"6.70(t), 6.94(d), 7.31(d)",,,,
3-hydroxycinnamate,6.49,,d,,"6.49(d), 6.92(d), 7.09(s), 7.17(d), 7.33(m)",,,,
3-hydroxycinnamate,6.92,,d,,"6.49(d), 6.92(d), 7.09(s), 7.17(d), 7.33(m)",,,,
3-hydroxycinnamate,7.09,,s,,"6.49(d), 6.92(d), 7.09(s), 7.17(d), 7.33(m)",,,,
3-hydroxycinnamate,7.17,,d,,"6.49(d), 6.92(d), 7.09(s), 7.17(d), 7.33(m)",,,,
3-hydroxyisobutyrate,1.06,,doublet,,"1.06(d), 2.48(m), 3.53(dd), 3.69(dd)",,,,
3-hydroxyisobutyrate,2.48,,multiplet,,"1.06(d), 2.48(m), 3.53(dd), 3.69(dd)",,,,
3-hydroxyisobutyrate,3.53,,doublet of doublets,,"1.06(d), 2.48(m), 3.53(dd), 3.69(dd)",,,,
3-hydroxyisobutyrate,3.69,,doublet of doublets,,"1.06(d), 2.48(m), 3.53(dd), 3.69(dd)",,,,
3-Hydroxykynurenine,3.71,Ch2,doublet,1,"3.71(d), 4.16(t), 6.71(t), 7.05(d), 7.45(d)",,,,
3-Hydroxykynurenine,4.16,CHNH2,triplet,0.34,"3.71(d), 4.16(t), 6.71(t), 7.05(d), 7.45(d)",,,,
3-Hydroxykynurenine,6.71,H5,triplet,0.62,"3.71(d), 4.16(t), 6.71(t), 7.05(d), 7.45(d)",,,,
3-Hydroxykynurenine,7.05,H4,doublet,0.57,"3.71(d), 4.16(t), 6.71(t), 7.05(d), 7.45(d)",,,,
3-Hydroxykynurenine,7.45,H6,doublet,0.56,"3.71(d), 4.16(t), 6.71(t), 7.05(d), 7.45(d)",,,,
3-Indolelactic acid,3.08,βCH',dd,,"3.08(dd), 3.26(dd), 4.34(dd), 7.17(t), 7.24(t), 7.26(s), 7.51(d), 7.75(d)",,,,
3-Indolelactic acid,3.26,βCH,dd,,"3.08(dd), 3.26(dd), 4.34(dd), 7.17(t), 7.24(t), 7.26(s), 7.51(d), 7.75(d)",,,,
3-Indolelactic acid,4.34,αCH,dd,,"3.08(dd), 3.26(dd), 4.34(dd), 7.17(t), 7.24(t), 7.26(s), 7.51(d), 7.75(d)",,,,
3-Indolelactic acid,7.17,H5-ring,t,,"3.08(dd), 3.26(dd), 4.34(dd), 7.17(t), 7.24(t), 7.26(s), 7.51(d), 7.75(d)",,,,
3-Indolelactic acid,7.24,H6-ring,triplet,,"3.08(dd), 3.26(dd), 4.34(dd), 7.17(t), 7.24(t), 7.26(s), 7.51(d), 7.75(d)",,,,
3-Indolelactic acid,7.26,H2-ring,singlet,,"3.08(dd), 3.26(dd), 4.34(dd), 7.17(t), 7.24(t), 7.26(s), 7.51(d), 7.75(d)",,,,
3-Indolelactic acid,7.51,H7-ring,doublet,,"3.08(dd), 3.26(dd), 4.34(dd), 7.17(t), 7.24(t), 7.26(s), 7.51(d), 7.75(d)",,,,
3-Indolelactic acid,7.75,H4-ring,doublet,,"3.08(dd), 3.26(dd), 4.34(dd), 7.17(t), 7.24(t), 7.26(s), 7.51(d), 7.75(d)",,,,
3-Indoxyl sulphate (3-IS),7.21,,doublet of doublets,,"7.21(dd=t), 7.28(dd=t), 7.38(s), 7.51(d), 7.70(d)",,,,
3-Indoxyl sulphate (3-IS),7.28,,doublet of doublets,,"7.21(dd=t), 7.28(dd=t), 7.38(s), 7.51(d), 7.70(d)",,,,
3-Indoxyl sulphate (3-IS),7.38,,singlet,,"7.21(dd=t), 7.28(dd=t), 7.38(s), 7.51(d), 7.70(d)",,,,
3-Indoxyl sulphate (3-IS),7.51,,doublet,,"7.21(dd=t), 7.28(dd=t), 7.38(s), 7.51(d), 7.70(d)",,,,
3-Indoxyl sulphate (3-IS),7.7,,doublet,,"7.21(dd=t), 7.28(dd=t), 7.38(s), 7.51(d), 7.70(d)",,,,
3-methyladipate,0.9,,doublet,,"0.9(d), 1.45(m), 1.56(m), 1.82(m), 1.93(dd), 2.17(m), 2.20(m), 2.23(dd)",,,,
3-methyladipate,1.45,,multiplet,,"0.9(d), 1.45(m), 1.56(m), 1.82(m), 1.93(dd), 2.17(m), 2.20(m), 2.23(dd)",,,,
3-methyladipate,1.56,,multiplet,,"0.9(d), 1.45(m), 1.56(m), 1.82(m), 1.93(dd), 2.17(m), 2.20(m), 2.23(dd)",,,,
3-methyladipate,1.82,,multiplet,,"0.9(d), 1.45(m), 1.56(m), 1.82(m), 1.93(dd), 2.17(m), 2.20(m), 2.23(dd)",,,,
3-methyladipate,1.93,,doublet of doublets ,,"0.9(d), 1.45(m), 1.56(m), 1.82(m), 1.93(dd), 2.17(m), 2.20(m), 2.23(dd)",,,,
3-methyladipate,2.17,,multiplet,,"0.9(d), 1.45(m), 1.56(m), 1.82(m), 1.93(dd), 2.17(m), 2.20(m), 2.23(dd)",,,,
3-methyladipate,2.2,,multiplet,,"0.9(d), 1.45(m), 1.56(m), 1.82(m), 1.93(dd), 2.17(m), 2.20(m), 2.23(dd)",,,,
3-methyladipate,2.23,,doublet of doublets,,"0.9(d), 1.45(m), 1.56(m), 1.82(m), 1.93(dd), 2.17(m), 2.20(m), 2.23(dd)",,,,
3-Methylcrotonylglycine,1.88,,doublet,,"1.88(d), 2.04(d), 3.79(d), 5.79(bs), 7.75(bs) from Gryff-Keller 2012",,,,
3-Methylcrotonylglycine,2.04,,doublet,,"1.88(d), 2.04(d), 3.79(d), 5.79(bs), 7.75(bs) from Gryff-Keller 2013",,,,
3-Methylcrotonylglycine,3.79,,doublet,,"1.88(d), 2.04(d), 3.79(d), 5.79(bs), 7.75(bs) from Gryff-Keller 2014",,,,
3-Methylcrotonylglycine,5.79,,broad singlet,,"1.88(d), 2.04(d), 3.79(d), 5.79(bs), 7.75(bs) from Gryff-Keller 2015",,,,
3-Methylcrotonylglycine,7.75,NH,broad singlet,,"1.88(d), 2.04(d), 3.79(d), 5.79(bs), 7.75(bs) from Gryff-Keller 2016",,,,
3-Methylglutarate,0.93,CH3,doublet,1,"0.93(d), 1.98(m), 2.20(m)",,,,
3-Methylglutarate,1.98,,multiplet,,"0.93(d), 1.98(m), 2.20(m)",,,,
3-Methylglutarate,2.2,CH and CH2(I),multiplet,0.55,"0.93(d), 1.98(m), 2.20(m)",,,,
3-Methylhistidine,3.26,βCH',dd,,"3.26(dd), 3.33(dd), 3.76(s), 3.98(dd), 7.18(s), 8.15(s)",,,,
3-Methylhistidine,3.33,βCH,doublet of doublets,,"3.26(dd), 3.33(dd), 3.76(s), 3.98(dd), 7.18(s), 8.15(s)",,,,
3-Methylhistidine,3.76,CH3-N,singlet,,"3.26(dd), 3.33(dd), 3.76(s), 3.98(dd), 7.18(s), 8.15(s)",,,,
3-Methylhistidine,3.98,αCH,doublet of doublets,,"3.26(dd), 3.33(dd), 3.76(s), 3.98(dd), 7.18(s), 8.15(s)",,,,
3-Methylhistidine,7.18,H4-ring,singlet,,"3.26(dd), 3.33(dd), 3.76(s), 3.98(dd), 7.18(s), 8.15(s)",,,,
3-Methylhistidine,8.15,H2-ring,singlet,,"3.26(dd), 3.33(dd), 3.76(s), 3.98(dd), 7.18(s), 8.15(s)",,,,
3-Methyl-L-histidine,3.19,CH2,2xd,0.11,"3.19(d), 3.28(d), 3.70(s), 3.92 (dd=t),7.05(s), 7.92(s)",,,,
3-Methyl-L-histidine,3.28,CH2(I),2xd,0.12,"3.19(d), 3.28(d), 3.70(s), 3.92 (dd=t),7.05(s), 7.92(s)",,,,
3-Methyl-L-histidine,3.7,CH3,singlet,1,"3.19(d), 3.28(d), 3.70(s), 3.92 (dd=t),7.05(s), 7.92(s)",,,,
3-Methyl-L-histidine,3.92,CH,triplet,0.09,"3.19(d), 3.28(d), 3.70(s), 3.92 (dd=t),7.05(s), 7.92(s)",,,,
3-Methyl-L-histidine,7.05,H4,singlet,0.29,"3.19(d), 3.28(d), 3.70(s), 3.92 (dd=t),7.05(s), 7.92(s)",,,,
3-Methyl-L-histidine,7.92,H2,singlet,0.24,"3.19(d), 3.28(d), 3.70(s), 3.92 (dd=t),7.05(s), 7.92(s)",,,,
3-Methyl-L-histidine (very susceptible to pH),3.23,CH2,2xd,0.11,"3.23(d), 3.31(d), 3.74(s), 3.96 (dd=t),7.13(s), 8.1(s)",,,,
3-Methyl-L-histidine (very susceptible to pH),3.31,CH2(I),doublet of doublets,0.12,"3.23(d), 3.31(d), 3.74(s), 3.96 (dd=t),7.13(s), 8.1(s)",,,,
3-Methyl-L-histidine (very susceptible to pH),3.74,CH3,singlet,1,"3.23(d), 3.31(d), 3.74(s), 3.96 (dd=t),7.13(s), 8.1(s)",,,,
3-Methyl-L-histidine (very susceptible to pH),3.96,CH,triplet,0.09,"3.23(d), 3.31(d), 3.74(s), 3.96 (dd=t),7.13(s), 8.1(s)",,,,
3-Methyl-L-histidine (very susceptible to pH),7.13,H4,singlet,0.29,"3.23(d), 3.31(d), 3.74(s), 3.96 (dd=t),7.13(s), 8.1(s)",,,,
3-Methyl-L-histidine (very susceptible to pH),8.1,H2,singlet,0.24,"3.23(d), 3.31(d), 3.74(s), 3.96 (dd=t),7.13(s), 8.1(s)",,,,
3-Methylxanthine,3.52,,singlet,,"3.52(s), 8.0(s)",,,,
3-Methylxanthine,8,,singlet,,"3.52(s), 8.0(s)",,,,
3-oxobutyric acid (acetoacetate),2.28,CH3,singlet,,"2.28(s), 3.43(s)",,,,
3-oxobutyric acid (acetoacetate),3.43,CH2,s,,"2.28(s), 3.43(s)",,,,
3-phenyllactate,2.88,,doublet of doublets,,"2.88(dd), 3.10(dd), 4.26(dd), 7.30(t), 7.31(d), 7.37(t)",,,,
3-phenyllactate,3.1,,doublet of doublets,,"2.88(dd), 3.10(dd), 4.26(dd), 7.30(t), 7.31(d), 7.37(t)",,,,
3-phenyllactate,4.26,,doublet of doublets,,"2.88(dd), 3.10(dd), 4.26(dd), 7.30(t), 7.31(d), 7.37(t)",,,,
3-phenyllactate,7.3,,triplet,,"2.88(dd), 3.10(dd), 4.26(dd), 7.30(t), 7.31(d), 7.37(t)",,,,
3-phenyllactate,7.31,,doublet,,"2.88(dd), 3.10(dd), 4.26(dd), 7.30(t), 7.31(d), 7.37(t)",,,,
3-phenyllactate,7.37,,triplet,,"2.88(dd), 3.10(dd), 4.26(dd), 7.30(t), 7.31(d), 7.37(t)",,,,
3-phenylpropionate,2.5,,triplet,,"2.50(t), 2.89(t), 7.27(t), 7.32(d), 7.37(t)",,,,
3-phenylpropionate,2.89,,triplet,,"2.50(t), 2.89(t), 7.27(t), 7.32(d), 7.37(t)",,,,
3-phenylpropionate,7.27,,triplet,,"2.50(t), 2.89(t), 7.27(t), 7.32(d), 7.37(t)",,,,
3-phenylpropionate,7.32,,doublet,,"2.50(t), 2.89(t), 7.27(t), 7.32(d), 7.37(t)",,,,
3-phenylpropionate,7.37,,triplet,,"2.50(t), 2.89(t), 7.27(t), 7.32(d), 7.37(t)",,,,
3-phenylpropionic acid,2.54,αCH2,triplet,,"2.54(t), 2.90(t), 7.27(t), 7.30(d), 7.37(t)",,,,
3-phenylpropionic acid,2.90,βCH2,triplet,,"2.54(t), 2.90(t), 7.27(t), 7.30(d), 7.37(t)",,,,
3-phenylpropionic acid,7.27,H4-ring,triplet,,"2.54(t), 2.90(t), 7.27(t), 7.30(d), 7.37(t)",,,,
3-phenylpropionic acid,7.30,"H2,H6-ring",doublet,,"2.54(t), 2.90(t), 7.27(t), 7.30(d), 7.37(t)",,,,
3-phenylpropionic acid,7.37,"H3, H5-ring",triplet,,"2.54(t), 2.90(t), 7.27(t), 7.30(d), 7.37(t)",,,,
3-ureidopropionic acid,2.38,alphaCH,triplet,,"2.38(t), 3.31(t)",1,0,0,
3-ureidopropionic acid,3.31,betaCH,triplet,,"2.38(t), 3.31(t)",1,0,0,
"4-amino-1-[3-hydroxy-5-(hydroxymethyl)-2,3-dihydrofuran-2-yl]pyrimidin-2(1H)-one",4.27,multiplet,,,"4.27(m), 4.96(t), 5.38(d), 6.17(d), 6.24(d), 7.60(d)",,,,
"4-amino-1-[3-hydroxy-5-(hydroxymethyl)-2,3-dihydrofuran-2-yl]pyrimidin-2(1H)-one",4.96,triplet,,,"4.27(m), 4.96(t), 5.38(d), 6.17(d), 6.24(d), 7.60(d)",,,,
"4-amino-1-[3-hydroxy-5-(hydroxymethyl)-2,3-dihydrofuran-2-yl]pyrimidin-2(1H)-one",5.38,doublet,,,"4.27(m), 4.96(t), 5.38(d), 6.17(d), 6.24(d), 7.60(d)",,,,
"4-amino-1-[3-hydroxy-5-(hydroxymethyl)-2,3-dihydrofuran-2-yl]pyrimidin-2(1H)-one",6.17,,doublet,,"4.27(m), 4.96(t), 5.38(d), 6.17(d), 6.24(d), 7.60(d)",,,,
"4-amino-1-[3-hydroxy-5-(hydroxymethyl)-2,3-dihydrofuran-2-yl]pyrimidin-2(1H)-one",6.24,,doublet,,"4.27(m), 4.96(t), 5.38(d), 6.17(d), 6.24(d), 7.60(d)",,,,
"4-amino-1-[3-hydroxy-5-(hydroxymethyl)-2,3-dihydrofuran-2-yl]pyrimidin-2(1H)-one",7.6,,doublet,,"4.27(m), 4.96(t), 5.38(d), 6.17(d), 6.24(d), 7.60(d)",,,,
4-aminohippuric acid,3.92,CH2,s,,"3.92(s), 6.86(d), 7.67(d)",,,,
4-aminohippuric acid,6.86,"H3,H'3 ring",d,,"3.92(s), 6.86(d), 7.67(d)",,,,
4-aminohippuric acid,7.67,"H2,H'2 ring",doublet,,"3.92(s), 6.86(d), 7.67(d)",,,,
4-cresol glucuronide (p-cresol glucuronide),2.3,CH3,singlet,,"2.30(s), 7.06(d), 7.23(d)",1,0,0,
4-cresol glucuronide (p-cresol glucuronide),7.06,pCH,doublet,,"2.30(s), 7.06(d), 7.23(d)",1,0,0,
4-cresol glucuronide (p-cresol glucuronide),7.23,mCH,doublet,,"2.30(s), 7.06(d), 7.23(d)",1,0,0,
4-cresol sulfate (p-cresol),2.26,,singlet,,"2.26(s), 6.83(d), 7.15(d), 8.52(broad)",1,,0,
4-cresol sulfate (p-cresol),6.83,,doublet,,"2.26(s), 6.83(d), 7.15(d), 8.52(broad)",1,,0,
4-cresol sulfate (p-cresol),7.15,,doublet,,"2.26(s), 6.83(d), 7.15(d), 8.52(broad)",1,,0,
4-cresol sulfate (p-CS),2.35,,singlet,,"2.35(s), 7.21(d), 7.29(d)",1,,0,
4-cresol sulfate (p-CS),7.21,,doublet,,"2.35(s), 7.21(d), 7.29(d)",,,,
4-cresol sulfate (p-CS),7.29,,doublet,,"2.35(s), 7.21(d), 7.29(d)",1,,0,
4-deoxyerythronic acid (4-DEA),1.11,,doublet,,"1.11(d), 4.08(d), 4.11(m)",,,,
4-deoxyerythronic acid (4-DEA),4.08,,multiplet,,"1.11(d), 4.08(d), 4.11(m)",,,,
4-deoxyerythronic acid (4-DEA),4.11,,doublet,,"1.11(d), 4.08(d), 4.11(m)",,,,
4-deoxythreonic acid (4-DTA),1.24,,doublet,,"1.24(d), 3.84(d), 4.12(m)",,,,
4-deoxythreonic acid (4-DTA),3.84,,doublet,,"1.24(d), 3.84(d), 4.12(m)",,,,
4-deoxythreonic acid (4-DTA),4.12,,multiplet,,"1.24(d), 3.84(d), 4.12(m)",,,,
4-guanidinobutanoic,1.81,,quintuplet,,"1.81(q), 2.24(t), 3.17(t)",,,,
4-guanidinobutanoic,2.24,,triplet,,"1.81(q), 2.24(t), 3.17(t)",,,,
4-guanidinobutanoic,3.17,,triplet,,"1.81(q), 2.24(t), 3.17(t)",,,,
4-hydroxy-3-methoxybenzoate (vanillate),3.9,,singlet,,"3.90(s), 6.93(d), 7.45(dd), 7.52(d)",,,,
4-hydroxy-3-methoxybenzoate (vanillate),6.93,,doublet,,"3.90(s), 6.93(d), 7.45(dd), 7.52(d)",,,,
4-hydroxy-3-methoxybenzoate (vanillate),7.45,,doublet of doublets,,"3.90(s), 6.93(d), 7.45(dd), 7.52(d)",,,,
4-hydroxy-3-methoxybenzoate (vanillate),7.52,,doublet,,"3.90(s), 6.93(d), 7.45(dd), 7.52(d)",,,,
4-Hydroxy-3-methoxymandelate,3.88,OCH3,singlet,1,"3.88(s), 4.91(s), 6.92(dd), 7.06(s)",,,,
4-Hydroxy-3-methoxymandelate,4.91,,singlet,,"3.88(s), 4.91(s), 6.92(dd), 7.06(s)",,,,
4-Hydroxy-3-methoxymandelate,6.92,H5 and H6,2xd,0.34,"3.88(s), 4.91(s), 6.92(dd), 7.06(s)",,,,
4-Hydroxy-3-methoxymandelate,7.06,H2,singlet,0.22,"3.88(s), 4.91(s), 6.92(dd), 7.06(s)",,,,
4-hydroxy-3-methylbenzoate,2.23,,singlet,,"2.23(s), 6.91(d), 7.64(dd), 7.69(d)",,,,
4-hydroxy-3-methylbenzoate,6.91,,doublet,,"2.23(s), 6.91(d), 7.64(dd), 7.69(d)",,,,
4-hydroxy-3-methylbenzoate,7.64,,doublet of doublets,,"2.23(s), 6.91(d), 7.64(dd), 7.69(d)",,,,
4-hydroxy-3-methylbenzoate,7.69,,doublet,,"2.23(s), 6.91(d), 7.64(dd), 7.69(d)",,,,
4-hydroxyphenylacetate (linked by O to Phe),2.28,,singlet,,"2.28(s), 7.08(d), 7.12(d) from molbase.com",,,,
4-hydroxyphenylacetate (linked by O to Phe),7.08,,doublet,,"2.28(s), 7.08(d), 7.12(d) from molbase.com",,,,
4-hydroxyphenylacetate (linked by O to Phe),7.12,,doublet,,"2.28(s), 7.08(d), 7.12(d) from molbase.com",,,,
4-hydroxyphenylacetate (p-hydroxyphenylacetate) 4-HPA,3.44,,singlet,,"3.44(s), 6.85(d), 7.15(d)",,,,
4-hydroxyphenylacetate (p-hydroxyphenylacetate) 4-HPA,6.85,,doublet,,"3.44(s), 6.85(d), 7.15(d)",,,,
4-hydroxyphenylacetate (p-hydroxyphenylacetate) 4-HPA,7.15,,doublet,,"3.44(s), 6.85(d), 7.15(d)",,,,
4-hydroxyphenylpropionate (4-HPP),2.52,alfaCH,triplet,,"2.52(t), 2.91(t), 6.92(d), 7.22(d) from MSB Claus 2008",,,,
4-hydroxyphenylpropionate (4-HPP),2.91,betaCH,triplet,,"2.52(t), 2.91(t), 6.92(d), 7.22(d)",,,,
4-hydroxyphenylpropionate (4-HPP),6.92,H2/H6,doublet,,"2.52(t), 2.91(t), 6.92(d), 7.22(d)",,,,
4-hydroxyphenylpropionate (4-HPP),7.22,H3/H5,doublet,,"2.52(t), 2.91(t), 6.92(d), 7.22(d)",,,,
4-hydroxyphenylpyruvic acid,3.99,CH2,s,,,,,,
4-hydroxyphenylpyruvic acid,6.90,"H3, H5-ring",d,,,,,,
4-hydroxyphenylpyruvic acid,7.14,"H2, H6-ring",d,,,,,,
4-pyridoxate (vitamin B6),2.44,,singlet,,"2.44(s), 4.74(s), 7.84(s)",,,,
4-pyridoxate (vitamin B6),4.74,,singlet,,"2.44(s), 4.74(s), 7.84(s)",,,,
4-pyridoxate (vitamin B6),7.84,,singlet,,"2.44(s), 4.74(s), 7.84(s)",,,,
5-aminosalicylate,6.84,,doublet,,"6.84(d), 7.01(dd), 7.32(d)",,,,
5-aminosalicylate,7.01,,doublet of doublets,,"6.84(d), 7.01(dd), 7.32(d)",,,,
5-aminosalicylate,7.32,,doublet,,"6.84(d), 7.01(dd), 7.32(d)",,,,
5-aminovalerate (5-aminopentanoate),1.64,,multiplet,,"1.64(m), 1.66(m), 2.24(t), 3.02(t)",0,0,1,
5-aminovalerate (5-aminopentanoate),1.66,,multiplet,,"1.64(m), 1.66(m), 2.24(t), 3.02(t)",0,0,1,
5-aminovalerate (5-aminopentanoate),2.25,,triplet,,"1.64(m), 1.66(m), 2.24(t), 3.02(t)",0,0,1,
5-aminovalerate (5-aminopentanoate),3.02,,triplet,,"1.64(m), 1.66(m), 2.24(t), 3.02(t)",0,0,1,
5-Hydroxyindole-3-acetate (5-HIAA),3.59,CH2,singlet,1,"3.59(s), 6.83(dd), 7.05(d), 7.21(s), 7.38(d)",,,,
5-Hydroxyindole-3-acetate (5-HIAA),6.83,H6,doublet of doublets,0.2,"3.59(s), 6.83(dd), 7.05(d), 7.21(s), 7.38(d)",,,,
5-Hydroxyindole-3-acetate (5-HIAA),7.05,H2,doublet,0.33,"3.59(s), 6.83(dd), 7.05(d), 7.21(s), 7.38(d)",,,,
5-Hydroxyindole-3-acetate (5-HIAA),7.21,H4,singlet,0.4,"3.59(s), 6.83(dd), 7.05(d), 7.21(s), 7.38(d)",,,,
5-Hydroxyindole-3-acetate (5-HIAA),7.38,H7,doublet,0.27,"3.59(s), 6.83(dd), 7.05(d), 7.21(s), 7.38(d)",,,,
"5-Hydroxytryptamine (serotonin, 5-HT)",3.12,CH2CH2NH2,triplet,0.93,"3.12(t), 3.31(t), 6.87(dd), 7.10(d=s), 7.29(s), 7.42(d)",,,,
"5-Hydroxytryptamine (serotonin, 5-HT)",3.31,CH2NH2,triplet,1,"3.12(t), 3.31(t), 6.87(dd), 7.10(d=s), 7.29(s), 7.42(d)",,,,
"5-Hydroxytryptamine (serotonin, 5-HT)",6.87,,doublet of doublets,,"3.12(t), 3.31(t), 6.87(dd), 7.10(d=s), 7.29(s), 7.42(d)",,,,
"5-Hydroxytryptamine (serotonin, 5-HT)",7.1,H2,doublet=singlet,0.74,"3.12(t), 3.31(t), 6.87(dd), 7.10(d=s), 7.29(s), 7.42(d)",,,,
"5-Hydroxytryptamine (serotonin, 5-HT)",7.29,H4,singlet,0.86,"3.12(t), 3.31(t), 6.87(dd), 7.10(d=s), 7.29(s), 7.42(d)",,,,
"5-Hydroxytryptamine (serotonin, 5-HT)",7.42,H7,doublet,0.49,"3.12(t), 3.31(t), 6.87(dd), 7.10(d=s), 7.29(s), 7.42(d)",,,,
5-Hydroxytryptophan,3.23,CH2(ii),doublet of doublets,0.29,"3.23(dd), 3.41(dd), 4.02(dd), 6.87(d), 7.14(d=s), 7.28(s), 7.41(d)",,,,
5-Hydroxytryptophan,3.41,CH2(I),doublet of doublets,0.27,"3.23(dd), 3.41(dd), 4.02(dd), 6.87(d), 7.14(d=s), 7.28(s), 7.41(d)",,,,
5-Hydroxytryptophan,4.02,CHNH2,doublet of doublets,0.27,"3.23(dd), 3.41(dd), 4.02(dd), 6.87(d), 7.14(d=s), 7.28(s), 7.41(d)",,,,
5-Hydroxytryptophan,6.87,H6,doublet,0.37,"3.23(dd), 3.41(dd), 4.02(dd), 6.87(d), 7.14(d=s), 7.28(s), 7.41(d)",,,,
5-Hydroxytryptophan,7.14,H2,doublet=singlet,0.77,"3.23(dd), 3.41(dd), 4.02(dd), 6.87(d), 7.14(d=s), 7.28(s), 7.41(d)",,,,
5-Hydroxytryptophan,7.28,H4,singlet,1,"3.23(dd), 3.41(dd), 4.02(dd), 6.87(d), 7.14(d=s), 7.28(s), 7.41(d)",,,,
5-Hydroxytryptophan,7.41,H7,doublet,0.56,"3.23(dd), 3.41(dd), 4.02(dd), 6.87(d), 7.14(d=s), 7.28(s), 7.41(d)",,,,
5-mehtylcytidine,1.96,N-CH3,singlet,,"1.96(s), 3.82(dd), 3.93(dd), 4.11(m), 4.22(t), 4.29(t), 5.90(d), 7.68(bs)",,,,
5-mehtylcytidine,3.82,,doublet of doublets,,"1.96(s), 3.82(dd), 3.93(dd), 4.11(m), 4.22(t), 4.29(t), 5.90(d), 7.68(bs)",,,,
5-mehtylcytidine,3.93,,doublet of doublets,,"1.96(s), 3.82(dd), 3.93(dd), 4.11(m), 4.22(t), 4.29(t), 5.90(d), 7.68(bs)",,,,
5-mehtylcytidine,4.11,,multiplet,,"1.96(s), 3.82(dd), 3.93(dd), 4.11(m), 4.22(t), 4.29(t), 5.90(d), 7.68(bs)",,,,
5-mehtylcytidine,4.22,,triplet,,"1.96(s), 3.82(dd), 3.93(dd), 4.11(m), 4.22(t), 4.29(t), 5.90(d), 7.68(bs)",,,,
5-mehtylcytidine,4.29,,triplet,,"1.96(s), 3.82(dd), 3.93(dd), 4.11(m), 4.22(t), 4.29(t), 5.90(d), 7.68(bs)",,,,
5-mehtylcytidine,5.9,,doublet,,"1.96(s), 3.82(dd), 3.93(dd), 4.11(m), 4.22(t), 4.29(t), 5.90(d), 7.68(bs)",,,,
5-mehtylcytidine,7.68,,singlet,,"1.96(s), 3.82(dd), 3.93(dd), 4.11(m), 4.22(t), 4.29(t), 5.90(d), 7.68(bs)",,,,
5-Methoxy-N-acetyltryptamine (Melatonin),1.9,,singlet,,"1.90(s), 2.94(t), 3.48(q), 3.90(s), 6.92(dd), 7.22(s), 7.25(s), 7.44(d)",,,,
5-Methoxy-N-acetyltryptamine (Melatonin),2.94,,,,"1.90(s), 2.94(t), 3.48(q), 3.90(s), 6.92(dd), 7.22(s), 7.25(s), 7.44(d)",,,,
5-Methoxy-N-acetyltryptamine (Melatonin),3.48,,quartet,,"1.90(s), 2.94(t), 3.48(q), 3.90(s), 6.92(dd), 7.22(s), 7.25(s), 7.44(d)",,,,
5-Methoxy-N-acetyltryptamine (Melatonin),3.9,,,,"1.90(s), 2.94(t), 3.48(q), 3.90(s), 6.92(dd), 7.22(s), 7.25(s), 7.44(d)",,,,
5-Methoxy-N-acetyltryptamine (Melatonin),6.92,,,,"1.90(s), 2.94(t), 3.48(q), 3.90(s), 6.92(dd), 7.22(s), 7.25(s), 7.44(d)",,,,
5-Methoxy-N-acetyltryptamine (Melatonin),7.22,,singlet,,"1.90(s), 2.94(t), 3.48(q), 3.90(s), 6.92(dd), 7.22(s), 7.25(s), 7.44(d)",,,,
5-Methoxy-N-acetyltryptamine (Melatonin),7.25,,singlet,,"1.90(s), 2.94(t), 3.48(q), 3.90(s), 6.92(dd), 7.22(s), 7.25(s), 7.44(d)",,,,
5-Methoxy-N-acetyltryptamine (Melatonin),7.44,,doublet,,"1.90(s), 2.94(t), 3.48(q), 3.90(s), 6.92(dd), 7.22(s), 7.25(s), 7.44(d)",,,,
5-Methoxytryptamine,1.99,CH2(ii),multiplet,0.42,"1.99(m), 3.14(t), 3.33(t), 3.90(s), 6.96(dd), 7.23(d=s), 7.32(s), 7.48(d)",,,,
5-Methoxytryptamine,3.14,CH2CH2NH2,triplet,0.39,"1.99(m), 3.14(t), 3.33(t), 3.90(s), 6.96(dd), 7.23(d=s), 7.32(s), 7.48(d)",,,,
5-Methoxytryptamine,3.33,CH2NH2,triplet,0.41,"1.99(m), 3.14(t), 3.33(t), 3.90(s), 6.96(dd), 7.23(d=s), 7.32(s), 7.48(d)",,,,
5-Methoxytryptamine,3.9,CH3,singlet,1,"1.99(m), 3.14(t), 3.33(t), 3.90(s), 6.96(dd), 7.23(d=s), 7.32(s), 7.48(d)",,,,
5-Methoxytryptamine,6.96,H6,doublet of doublets,0.14,"1.99(m), 3.14(t), 3.33(t), 3.90(s), 6.96(dd), 7.23(d=s), 7.32(s), 7.48(d)",,,,
